,IdAu,NumAu,EstadoAu
5815,Au00005816,A-7956,Mantenimiento
5816,Au00005817,A-7619,Ocupado
5817,Au00005818,Patio,Disponible
5818,Au00005819,A-5183,Mantenimiento
5819,Au00005820,B-197,Ocupado
5820,Au00005821,Patio,Disponible
5821,Au00005822,C-6091,Ocupado
5822,Au00005823,A-9380,Mantenimiento
5823,Au00005824,Patio,Mantenimiento
5824,Au00005825,B-5268,Mantenimiento
5825,Au00005826,Salon Interactivo,Mantenimiento
5826,Au00005827,Coliseo,Ocupado
5827,Au00005828,Patio,Ocupado
5828,Au00005829,A-3508,Mantenimiento
5829,Au00005830,Coliseo,Mantenimiento
5830,Au00005831,Salon Interactivo,Mantenimiento
5831,Au00005832,B-9268,Disponible
5832,Au00005833,B-5466,Ocupado
5833,Au00005834,A-9367,Ocupado
5834,Au00005835,Patio,Ocupado
5835,Au00005836,B-8914,Mantenimiento
5836,Au00005837,A-2011,Disponible
5837,Au00005838,C-3334,Mantenimiento
5838,Au00005839,C-4612,Mantenimiento
5839,Au00005840,A-2872,Mantenimiento
5840,Au00005841,Patio,Disponible
5841,Au00005842,Salon Interactivo,Ocupado
5842,Au00005843,Coliseo,Mantenimiento
5843,Au00005844,Salon Interactivo,Disponible
5844,Au00005845,Patio,Ocupado
5845,Au00005846,Patio,Ocupado
5846,Au00005847,A-5168,Ocupado
5847,Au00005848,D-7748,Mantenimiento
5848,Au00005849,C-7701,Ocupado
5849,Au00005850,C-8334,Mantenimiento
5850,Au00005851,A-7707,Ocupado
5851,Au00005852,A-4061,Mantenimiento
5852,Au00005853,D-7741,Ocupado
5853,Au00005854,Patio,Ocupado
5854,Au00005855,Patio,Disponible
5855,Au00005856,Coliseo,Disponible
5856,Au00005857,D-1655,Mantenimiento
5857,Au00005858,A-485,Disponible
5858,Au00005859,D-726,Mantenimiento
5859,Au00005860,D-5730,Disponible
5860,Au00005861,Patio,Disponible
5861,Au00005862,Coliseo,Ocupado
5862,Au00005863,Salon Interactivo,Ocupado
5863,Au00005864,Salon Interactivo,Mantenimiento
5864,Au00005865,Salon Interactivo,Disponible
5865,Au00005866,Coliseo,Disponible
5866,Au00005867,Salon Interactivo,Disponible
5867,Au00005868,A-879,Ocupado
5868,Au00005869,Coliseo,Ocupado
5869,Au00005870,Salon Interactivo,Ocupado
5870,Au00005871,D-9606,Mantenimiento
5871,Au00005872,D-7820,Disponible
5872,Au00005873,B-5610,Disponible
5873,Au00005874,C-1747,Ocupado
5874,Au00005875,Patio,Ocupado
5875,Au00005876,Salon Interactivo,Mantenimiento
5876,Au00005877,D-4947,Ocupado
5877,Au00005878,A-8340,Ocupado
5878,Au00005879,Salon Interactivo,Disponible
5879,Au00005880,Coliseo,Mantenimiento
5880,Au00005881,Coliseo,Ocupado
5881,Au00005882,B-3823,Mantenimiento
5882,Au00005883,Salon Interactivo,Disponible
5883,Au00005884,Patio,Ocupado
5884,Au00005885,B-8884,Disponible
5885,Au00005886,D-5055,Mantenimiento
5886,Au00005887,Coliseo,Mantenimiento
5887,Au00005888,C-3323,Disponible
5888,Au00005889,Salon Interactivo,Disponible
5889,Au00005890,A-4775,Mantenimiento
5890,Au00005891,A-5768,Mantenimiento
5891,Au00005892,C-1527,Mantenimiento
5892,Au00005893,Coliseo,Ocupado
5893,Au00005894,C-2199,Ocupado
5894,Au00005895,B-5483,Ocupado
5895,Au00005896,B-7764,Disponible
5896,Au00005897,A-2241,Mantenimiento
5897,Au00005898,Salon Interactivo,Disponible
5898,Au00005899,C-2925,Mantenimiento
5899,Au00005900,Coliseo,Ocupado
5900,Au00005901,C-3227,Ocupado
5901,Au00005902,Patio,Ocupado
5902,Au00005903,Salon Interactivo,Ocupado
5903,Au00005904,D-6072,Mantenimiento
5904,Au00005905,Patio,Ocupado
5905,Au00005906,D-8809,Ocupado
5906,Au00005907,B-7793,Disponible
5907,Au00005908,Patio,Mantenimiento
5908,Au00005909,C-4633,Mantenimiento
5909,Au00005910,Coliseo,Mantenimiento
5910,Au00005911,B-8499,Ocupado
5911,Au00005912,B-7392,Mantenimiento
5912,Au00005913,Salon Interactivo,Ocupado
5913,Au00005914,Salon Interactivo,Mantenimiento
5914,Au00005915,Patio,Disponible
5915,Au00005916,B-3177,Ocupado
5916,Au00005917,A-9562,Disponible
5917,Au00005918,B-290,Mantenimiento
5918,Au00005919,B-7410,Disponible
5919,Au00005920,Salon Interactivo,Disponible
5920,Au00005921,A-7973,Mantenimiento
5921,Au00005922,Patio,Ocupado
5922,Au00005923,Coliseo,Ocupado
5923,Au00005924,D-3515,Ocupado
5924,Au00005925,Coliseo,Ocupado
5925,Au00005926,D-6528,Ocupado
5926,Au00005927,Patio,Ocupado
5927,Au00005928,A-3035,Ocupado
5928,Au00005929,C-503,Disponible
5929,Au00005930,Salon Interactivo,Disponible
5930,Au00005931,A-7349,Mantenimiento
5931,Au00005932,Patio,Ocupado
5932,Au00005933,D-9343,Mantenimiento
5933,Au00005934,Salon Interactivo,Ocupado
5934,Au00005935,Salon Interactivo,Disponible
5935,Au00005936,Patio,Disponible
5936,Au00005937,D-7445,Mantenimiento
5937,Au00005938,Coliseo,Ocupado
5938,Au00005939,A-1671,Mantenimiento
5939,Au00005940,Patio,Ocupado
5940,Au00005941,Salon Interactivo,Ocupado
5941,Au00005942,Salon Interactivo,Mantenimiento
5942,Au00005943,D-905,Ocupado
5943,Au00005944,Salon Interactivo,Ocupado
5944,Au00005945,A-6587,Disponible
5945,Au00005946,D-1941,Mantenimiento
5946,Au00005947,C-1681,Disponible
5947,Au00005948,D-2670,Disponible
5948,Au00005949,B-7579,Disponible
5949,Au00005950,A-7736,Mantenimiento
5950,Au00005951,C-1159,Ocupado
5951,Au00005952,A-893,Disponible
5952,Au00005953,B-6943,Ocupado
5953,Au00005954,C-2465,Disponible
5954,Au00005955,Patio,Disponible
5955,Au00005956,B-4435,Mantenimiento
5956,Au00005957,B-3276,Mantenimiento
5957,Au00005958,Patio,Mantenimiento
5958,Au00005959,Salon Interactivo,Disponible
5959,Au00005960,B-5132,Mantenimiento
5960,Au00005961,Salon Interactivo,Disponible
5961,Au00005962,Salon Interactivo,Ocupado
5962,Au00005963,Coliseo,Disponible
5963,Au00005964,Coliseo,Ocupado
5964,Au00005965,D-1370,Ocupado
5965,Au00005966,D-7652,Ocupado
5966,Au00005967,D-6179,Ocupado
5967,Au00005968,Salon Interactivo,Mantenimiento
5968,Au00005969,Coliseo,Disponible
5969,Au00005970,C-9726,Ocupado
5970,Au00005971,Coliseo,Mantenimiento
5971,Au00005972,Salon Interactivo,Disponible
5972,Au00005973,Salon Interactivo,Mantenimiento
5973,Au00005974,Patio,Disponible
5974,Au00005975,D-3113,Mantenimiento
5975,Au00005976,Salon Interactivo,Disponible
5976,Au00005977,Patio,Disponible
5977,Au00005978,A-3315,Disponible
5978,Au00005979,A-6216,Disponible
5979,Au00005980,B-5102,Ocupado
5980,Au00005981,D-4985,Disponible
5981,Au00005982,A-2578,Mantenimiento
5982,Au00005983,B-3943,Ocupado
5983,Au00005984,C-4732,Mantenimiento
5984,Au00005985,A-9209,Ocupado
5985,Au00005986,Coliseo,Disponible
5986,Au00005987,Patio,Disponible
5987,Au00005988,C-6820,Mantenimiento
5988,Au00005989,B-6090,Mantenimiento
5989,Au00005990,Coliseo,Mantenimiento
5990,Au00005991,Coliseo,Mantenimiento
5991,Au00005992,Coliseo,Mantenimiento
5992,Au00005993,D-262,Disponible
5993,Au00005994,B-9333,Mantenimiento
5994,Au00005995,Salon Interactivo,Ocupado
5995,Au00005996,Salon Interactivo,Disponible
5996,Au00005997,A-548,Mantenimiento
5997,Au00005998,Salon Interactivo,Ocupado
5998,Au00005999,A-7433,Disponible
5999,Au00006000,B-7525,Mantenimiento
6000,Au00006001,D-8641,Mantenimiento
6001,Au00006002,C-6128,Mantenimiento
6002,Au00006003,Salon Interactivo,Ocupado
6003,Au00006004,Salon Interactivo,Ocupado
6004,Au00006005,Patio,Disponible
6005,Au00006006,C-3791,Ocupado
6006,Au00006007,B-9069,Mantenimiento
6007,Au00006008,Coliseo,Mantenimiento
6008,Au00006009,D-9970,Mantenimiento
6009,Au00006010,A-5411,Disponible
6010,Au00006011,Salon Interactivo,Disponible
6011,Au00006012,D-7534,Ocupado
6012,Au00006013,Coliseo,Ocupado
6013,Au00006014,D-8394,Disponible
6014,Au00006015,Coliseo,Ocupado
6015,Au00006016,C-4556,Ocupado
6016,Au00006017,Patio,Disponible
6017,Au00006018,Patio,Disponible
6018,Au00006019,B-3033,Ocupado
6019,Au00006020,Coliseo,Ocupado
6020,Au00006021,A-5119,Mantenimiento
6021,Au00006022,C-1948,Mantenimiento
6022,Au00006023,Salon Interactivo,Mantenimiento
6023,Au00006024,Coliseo,Ocupado
6024,Au00006025,A-4740,Mantenimiento
6025,Au00006026,Salon Interactivo,Mantenimiento
6026,Au00006027,Salon Interactivo,Ocupado
6027,Au00006028,Coliseo,Disponible
6028,Au00006029,C-1153,Disponible
6029,Au00006030,C-8455,Ocupado
6030,Au00006031,B-2532,Mantenimiento
6031,Au00006032,Coliseo,Mantenimiento
6032,Au00006033,D-7085,Ocupado
6033,Au00006034,B-8484,Ocupado
6034,Au00006035,D-9293,Ocupado
6035,Au00006036,B-5103,Disponible
6036,Au00006037,D-1263,Ocupado
6037,Au00006038,Patio,Disponible
6038,Au00006039,B-3200,Mantenimiento
6039,Au00006040,D-8917,Disponible
6040,Au00006041,Coliseo,Disponible
6041,Au00006042,B-650,Disponible
6042,Au00006043,Salon Interactivo,Mantenimiento
6043,Au00006044,D-2208,Ocupado
6044,Au00006045,D-6767,Mantenimiento
6045,Au00006046,Coliseo,Ocupado
6046,Au00006047,Salon Interactivo,Mantenimiento
6047,Au00006048,D-9483,Ocupado
6048,Au00006049,D-6594,Ocupado
6049,Au00006050,Coliseo,Ocupado
6050,Au00006051,Coliseo,Disponible
6051,Au00006052,C-5031,Disponible
6052,Au00006053,Patio,Disponible
6053,Au00006054,C-3072,Disponible
6054,Au00006055,B-257,Mantenimiento
6055,Au00006056,Coliseo,Disponible
6056,Au00006057,B-3773,Ocupado
6057,Au00006058,B-7836,Mantenimiento
6058,Au00006059,D-7597,Ocupado
6059,Au00006060,B-2994,Mantenimiento
6060,Au00006061,D-2607,Ocupado
6061,Au00006062,Salon Interactivo,Ocupado
6062,Au00006063,C-9000,Mantenimiento
6063,Au00006064,Salon Interactivo,Mantenimiento
6064,Au00006065,C-1349,Disponible
6065,Au00006066,Salon Interactivo,Ocupado
6066,Au00006067,C-5378,Mantenimiento
6067,Au00006068,A-3677,Disponible
6068,Au00006069,Patio,Disponible
6069,Au00006070,Salon Interactivo,Disponible
6070,Au00006071,Coliseo,Ocupado
6071,Au00006072,D-8856,Ocupado
6072,Au00006073,Coliseo,Ocupado
6073,Au00006074,A-7285,Mantenimiento
6074,Au00006075,B-4571,Mantenimiento
6075,Au00006076,D-4645,Mantenimiento
6076,Au00006077,Patio,Ocupado
6077,Au00006078,Coliseo,Disponible
6078,Au00006079,D-1815,Disponible
6079,Au00006080,C-1311,Ocupado
6080,Au00006081,Patio,Mantenimiento
6081,Au00006082,Patio,Ocupado
6082,Au00006083,A-7144,Disponible
6083,Au00006084,Patio,Ocupado
6084,Au00006085,Salon Interactivo,Disponible
6085,Au00006086,B-8715,Disponible
6086,Au00006087,Patio,Disponible
6087,Au00006088,Coliseo,Disponible
6088,Au00006089,A-7521,Ocupado
6089,Au00006090,Salon Interactivo,Ocupado
6090,Au00006091,A-5837,Mantenimiento
6091,Au00006092,Patio,Mantenimiento
6092,Au00006093,D-699,Mantenimiento
6093,Au00006094,Coliseo,Disponible
6094,Au00006095,B-2979,Ocupado
6095,Au00006096,Salon Interactivo,Mantenimiento
6096,Au00006097,B-492,Mantenimiento
6097,Au00006098,B-4449,Ocupado
6098,Au00006099,B-9999,Disponible
6099,Au00006100,B-3967,Mantenimiento
6100,Au00006101,B-9551,Mantenimiento
6101,Au00006102,B-8325,Mantenimiento
6102,Au00006103,Patio,Mantenimiento
6103,Au00006104,A-6197,Ocupado
6104,Au00006105,D-4955,Mantenimiento
6105,Au00006106,A-7372,Disponible
6106,Au00006107,Salon Interactivo,Mantenimiento
6107,Au00006108,Salon Interactivo,Disponible
6108,Au00006109,B-8572,Disponible
6109,Au00006110,Coliseo,Disponible
6110,Au00006111,C-3569,Ocupado
6111,Au00006112,D-285,Mantenimiento
6112,Au00006113,D-3549,Disponible
6113,Au00006114,Patio,Mantenimiento
6114,Au00006115,D-4205,Mantenimiento
6115,Au00006116,Salon Interactivo,Disponible
6116,Au00006117,Coliseo,Mantenimiento
6117,Au00006118,Coliseo,Ocupado
6118,Au00006119,Patio,Ocupado
6119,Au00006120,A-8168,Mantenimiento
6120,Au00006121,C-22,Mantenimiento
6121,Au00006122,D-7372,Ocupado
6122,Au00006123,B-571,Disponible
6123,Au00006124,Patio,Ocupado
6124,Au00006125,Salon Interactivo,Mantenimiento
6125,Au00006126,C-7500,Mantenimiento
6126,Au00006127,Patio,Ocupado
6127,Au00006128,Coliseo,Mantenimiento
6128,Au00006129,Salon Interactivo,Mantenimiento
6129,Au00006130,A-7641,Ocupado
6130,Au00006131,Patio,Disponible
6131,Au00006132,Salon Interactivo,Ocupado
6132,Au00006133,D-4834,Mantenimiento
6133,Au00006134,Salon Interactivo,Disponible
6134,Au00006135,Patio,Ocupado
6135,Au00006136,D-8020,Disponible
6136,Au00006137,B-4708,Mantenimiento
6137,Au00006138,Coliseo,Mantenimiento
6138,Au00006139,Patio,Ocupado
6139,Au00006140,Coliseo,Ocupado
6140,Au00006141,A-6324,Disponible
6141,Au00006142,C-8871,Ocupado
6142,Au00006143,D-1504,Disponible
6143,Au00006144,B-4553,Mantenimiento
6144,Au00006145,D-4268,Mantenimiento
6145,Au00006146,Salon Interactivo,Disponible
6146,Au00006147,Patio,Ocupado
6147,Au00006148,Patio,Mantenimiento
6148,Au00006149,Salon Interactivo,Disponible
6149,Au00006150,A-8982,Mantenimiento
6150,Au00006151,A-139,Disponible
6151,Au00006152,Salon Interactivo,Ocupado
6152,Au00006153,B-4958,Disponible
6153,Au00006154,Coliseo,Mantenimiento
6154,Au00006155,Coliseo,Ocupado
6155,Au00006156,Salon Interactivo,Mantenimiento
6156,Au00006157,B-7745,Disponible
6157,Au00006158,D-2734,Ocupado
6158,Au00006159,C-1242,Ocupado
6159,Au00006160,Coliseo,Disponible
6160,Au00006161,C-9142,Ocupado
6161,Au00006162,Salon Interactivo,Ocupado
6162,Au00006163,B-5624,Ocupado
6163,Au00006164,C-6000,Ocupado
6164,Au00006165,D-3371,Disponible
6165,Au00006166,B-7762,Mantenimiento
6166,Au00006167,Coliseo,Disponible
6167,Au00006168,A-7608,Disponible
6168,Au00006169,Coliseo,Mantenimiento
6169,Au00006170,A-4911,Disponible
6170,Au00006171,Salon Interactivo,Ocupado
6171,Au00006172,B-4509,Mantenimiento
6172,Au00006173,Coliseo,Disponible
6173,Au00006174,D-7628,Disponible
6174,Au00006175,Salon Interactivo,Mantenimiento
6175,Au00006176,B-4990,Ocupado
6176,Au00006177,Salon Interactivo,Disponible
6177,Au00006178,C-3319,Mantenimiento
6178,Au00006179,B-6403,Disponible
6179,Au00006180,A-8039,Mantenimiento
6180,Au00006181,Patio,Mantenimiento
6181,Au00006182,A-4303,Disponible
6182,Au00006183,D-3284,Ocupado
6183,Au00006184,A-7442,Disponible
6184,Au00006185,B-5748,Mantenimiento
6185,Au00006186,B-6114,Mantenimiento
6186,Au00006187,Coliseo,Mantenimiento
6187,Au00006188,B-5989,Disponible
6188,Au00006189,D-4927,Mantenimiento
6189,Au00006190,A-8898,Disponible
6190,Au00006191,C-1702,Ocupado
6191,Au00006192,D-2894,Disponible
6192,Au00006193,Salon Interactivo,Ocupado
6193,Au00006194,B-3390,Mantenimiento
6194,Au00006195,D-4135,Ocupado
6195,Au00006196,Patio,Ocupado
6196,Au00006197,B-2329,Disponible
6197,Au00006198,D-4845,Disponible
6198,Au00006199,Salon Interactivo,Mantenimiento
6199,Au00006200,Coliseo,Ocupado
6200,Au00006201,D-4020,Disponible
6201,Au00006202,Patio,Disponible
6202,Au00006203,D-3065,Disponible
6203,Au00006204,B-9354,Ocupado
6204,Au00006205,Salon Interactivo,Ocupado
6205,Au00006206,B-4519,Ocupado
6206,Au00006207,Salon Interactivo,Ocupado
6207,Au00006208,B-5110,Ocupado
6208,Au00006209,Patio,Ocupado
6209,Au00006210,Salon Interactivo,Ocupado
6210,Au00006211,C-6908,Disponible
6211,Au00006212,C-2781,Disponible
6212,Au00006213,A-7313,Disponible
6213,Au00006214,Salon Interactivo,Ocupado
6214,Au00006215,C-870,Mantenimiento
6215,Au00006216,C-3423,Ocupado
6216,Au00006217,D-5501,Ocupado
6217,Au00006218,A-7485,Mantenimiento
6218,Au00006219,Salon Interactivo,Mantenimiento
6219,Au00006220,A-1120,Ocupado
6220,Au00006221,D-9142,Mantenimiento
6221,Au00006222,D-8472,Ocupado
6222,Au00006223,B-9842,Mantenimiento
6223,Au00006224,C-3312,Disponible
6224,Au00006225,D-6904,Ocupado
6225,Au00006226,C-3279,Mantenimiento
6226,Au00006227,Salon Interactivo,Ocupado
6227,Au00006228,C-1634,Disponible
6228,Au00006229,C-3635,Mantenimiento
6229,Au00006230,Patio,Ocupado
6230,Au00006231,B-3505,Mantenimiento
6231,Au00006232,C-4499,Ocupado
6232,Au00006233,D-2333,Ocupado
6233,Au00006234,Patio,Disponible
6234,Au00006235,Coliseo,Mantenimiento
6235,Au00006236,Salon Interactivo,Ocupado
6236,Au00006237,C-3476,Ocupado
6237,Au00006238,Coliseo,Mantenimiento
6238,Au00006239,Coliseo,Ocupado
6239,Au00006240,Coliseo,Ocupado
6240,Au00006241,D-5188,Disponible
6241,Au00006242,C-6980,Disponible
6242,Au00006243,Salon Interactivo,Mantenimiento
6243,Au00006244,Coliseo,Ocupado
6244,Au00006245,D-1936,Ocupado
6245,Au00006246,Coliseo,Disponible
6246,Au00006247,Patio,Mantenimiento
6247,Au00006248,C-4060,Disponible
6248,Au00006249,B-8755,Ocupado
6249,Au00006250,A-6483,Mantenimiento
6250,Au00006251,B-4755,Mantenimiento
6251,Au00006252,A-3512,Ocupado
6252,Au00006253,Coliseo,Disponible
6253,Au00006254,B-8048,Ocupado
6254,Au00006255,C-4478,Ocupado
6255,Au00006256,Salon Interactivo,Mantenimiento
6256,Au00006257,Coliseo,Mantenimiento
6257,Au00006258,Coliseo,Ocupado
6258,Au00006259,C-330,Ocupado
6259,Au00006260,Salon Interactivo,Ocupado
6260,Au00006261,B-6395,Disponible
6261,Au00006262,Salon Interactivo,Mantenimiento
6262,Au00006263,A-8617,Disponible
6263,Au00006264,Patio,Mantenimiento
6264,Au00006265,Salon Interactivo,Disponible
6265,Au00006266,Patio,Disponible
6266,Au00006267,Salon Interactivo,Ocupado
6267,Au00006268,D-4025,Mantenimiento
6268,Au00006269,Salon Interactivo,Mantenimiento
6269,Au00006270,Patio,Ocupado
6270,Au00006271,A-7155,Mantenimiento
6271,Au00006272,Coliseo,Disponible
6272,Au00006273,C-6497,Ocupado
6273,Au00006274,A-6349,Ocupado
6274,Au00006275,C-6431,Ocupado
6275,Au00006276,Coliseo,Ocupado
6276,Au00006277,A-2909,Disponible
6277,Au00006278,Patio,Mantenimiento
6278,Au00006279,Patio,Disponible
6279,Au00006280,A-989,Ocupado
6280,Au00006281,Patio,Disponible
6281,Au00006282,C-7464,Disponible
6282,Au00006283,Patio,Ocupado
6283,Au00006284,A-3882,Ocupado
6284,Au00006285,Patio,Mantenimiento
6285,Au00006286,B-9753,Disponible
6286,Au00006287,Patio,Disponible
6287,Au00006288,Coliseo,Disponible
6288,Au00006289,Coliseo,Ocupado
6289,Au00006290,Patio,Mantenimiento
6290,Au00006291,C-231,Ocupado
6291,Au00006292,C-2708,Ocupado
6292,Au00006293,Coliseo,Disponible
6293,Au00006294,Coliseo,Mantenimiento
6294,Au00006295,C-7822,Ocupado
6295,Au00006296,D-5959,Ocupado
6296,Au00006297,A-6941,Mantenimiento
6297,Au00006298,A-3247,Mantenimiento
6298,Au00006299,Salon Interactivo,Ocupado
6299,Au00006300,B-5783,Ocupado
6300,Au00006301,B-3775,Ocupado
6301,Au00006302,B-6539,Ocupado
6302,Au00006303,C-9231,Ocupado
6303,Au00006304,B-2318,Mantenimiento
6304,Au00006305,B-694,Disponible
6305,Au00006306,Patio,Disponible
6306,Au00006307,B-4227,Disponible
6307,Au00006308,Patio,Ocupado
6308,Au00006309,D-2926,Ocupado
6309,Au00006310,A-4643,Mantenimiento
6310,Au00006311,B-4743,Mantenimiento
6311,Au00006312,Salon Interactivo,Disponible
6312,Au00006313,Patio,Ocupado
6313,Au00006314,Salon Interactivo,Disponible
6314,Au00006315,B-9681,Disponible
6315,Au00006316,C-4446,Ocupado
6316,Au00006317,A-4304,Ocupado
6317,Au00006318,D-6885,Ocupado
6318,Au00006319,C-4483,Mantenimiento
6319,Au00006320,A-4780,Ocupado
6320,Au00006321,D-6563,Disponible
6321,Au00006322,Salon Interactivo,Disponible
6322,Au00006323,A-1641,Disponible
6323,Au00006324,D-5971,Mantenimiento
6324,Au00006325,B-9169,Disponible
6325,Au00006326,Coliseo,Mantenimiento
6326,Au00006327,Salon Interactivo,Ocupado
6327,Au00006328,Salon Interactivo,Mantenimiento
6328,Au00006329,Salon Interactivo,Disponible
6329,Au00006330,Coliseo,Ocupado
6330,Au00006331,A-7278,Disponible
6331,Au00006332,D-6349,Mantenimiento
6332,Au00006333,C-965,Disponible
6333,Au00006334,A-3695,Mantenimiento
6334,Au00006335,Salon Interactivo,Disponible
6335,Au00006336,D-460,Mantenimiento
6336,Au00006337,A-3119,Disponible
6337,Au00006338,Salon Interactivo,Mantenimiento
6338,Au00006339,Salon Interactivo,Ocupado
6339,Au00006340,C-7034,Disponible
6340,Au00006341,B-4866,Mantenimiento
6341,Au00006342,B-1602,Ocupado
6342,Au00006343,D-5532,Disponible
6343,Au00006344,C-791,Ocupado
6344,Au00006345,Patio,Ocupado
6345,Au00006346,C-4290,Ocupado
6346,Au00006347,Patio,Mantenimiento
6347,Au00006348,B-6178,Ocupado
6348,Au00006349,C-6861,Disponible
6349,Au00006350,C-6599,Mantenimiento
6350,Au00006351,A-3790,Disponible
6351,Au00006352,Salon Interactivo,Mantenimiento
6352,Au00006353,Salon Interactivo,Disponible
6353,Au00006354,Patio,Disponible
6354,Au00006355,Patio,Disponible
6355,Au00006356,Salon Interactivo,Ocupado
6356,Au00006357,D-1626,Disponible
6357,Au00006358,C-5413,Ocupado
6358,Au00006359,C-3440,Ocupado
6359,Au00006360,Patio,Mantenimiento
6360,Au00006361,C-2519,Mantenimiento
6361,Au00006362,Patio,Ocupado
6362,Au00006363,B-6281,Ocupado
6363,Au00006364,D-7137,Mantenimiento
6364,Au00006365,Salon Interactivo,Mantenimiento
6365,Au00006366,Coliseo,Ocupado
6366,Au00006367,D-2682,Ocupado
6367,Au00006368,D-6131,Mantenimiento
6368,Au00006369,Patio,Disponible
6369,Au00006370,Patio,Disponible
6370,Au00006371,D-5955,Ocupado
6371,Au00006372,Patio,Mantenimiento
6372,Au00006373,Patio,Disponible
6373,Au00006374,Salon Interactivo,Mantenimiento
6374,Au00006375,A-8238,Disponible
6375,Au00006376,Patio,Ocupado
6376,Au00006377,D-6162,Disponible
6377,Au00006378,C-4862,Ocupado
6378,Au00006379,Salon Interactivo,Ocupado
6379,Au00006380,Coliseo,Ocupado
6380,Au00006381,Coliseo,Ocupado
6381,Au00006382,Salon Interactivo,Mantenimiento
6382,Au00006383,A-7809,Ocupado
6383,Au00006384,D-2349,Disponible
6384,Au00006385,B-2144,Disponible
6385,Au00006386,Patio,Ocupado
6386,Au00006387,A-6460,Ocupado
6387,Au00006388,Salon Interactivo,Disponible
6388,Au00006389,Patio,Mantenimiento
6389,Au00006390,Coliseo,Disponible
6390,Au00006391,Coliseo,Ocupado
6391,Au00006392,B-3214,Mantenimiento
6392,Au00006393,Patio,Disponible
6393,Au00006394,D-9307,Mantenimiento
6394,Au00006395,Patio,Mantenimiento
6395,Au00006396,D-7251,Disponible
6396,Au00006397,Salon Interactivo,Mantenimiento
6397,Au00006398,B-4937,Ocupado
6398,Au00006399,D-9643,Disponible
6399,Au00006400,Coliseo,Disponible
6400,Au00006401,D-7550,Mantenimiento
6401,Au00006402,B-5945,Disponible
6402,Au00006403,C-2749,Disponible
6403,Au00006404,D-9655,Disponible
6404,Au00006405,Patio,Disponible
6405,Au00006406,Coliseo,Mantenimiento
6406,Au00006407,Patio,Disponible
6407,Au00006408,D-3526,Disponible
6408,Au00006409,C-7458,Disponible
6409,Au00006410,Coliseo,Mantenimiento
6410,Au00006411,B-6113,Mantenimiento
6411,Au00006412,A-5741,Ocupado
6412,Au00006413,A-1806,Ocupado
6413,Au00006414,A-2083,Mantenimiento
6414,Au00006415,D-2322,Disponible
6415,Au00006416,D-4470,Disponible
6416,Au00006417,C-4531,Ocupado
6417,Au00006418,C-8067,Disponible
6418,Au00006419,D-9742,Ocupado
6419,Au00006420,D-1097,Ocupado
6420,Au00006421,B-2376,Mantenimiento
6421,Au00006422,Patio,Mantenimiento
6422,Au00006423,Coliseo,Ocupado
6423,Au00006424,D-7004,Mantenimiento
6424,Au00006425,A-881,Ocupado
6425,Au00006426,A-7446,Mantenimiento
6426,Au00006427,Patio,Mantenimiento
6427,Au00006428,Patio,Disponible
6428,Au00006429,A-506,Disponible
6429,Au00006430,B-4340,Ocupado
6430,Au00006431,Patio,Mantenimiento
6431,Au00006432,Coliseo,Mantenimiento
6432,Au00006433,B-2630,Mantenimiento
6433,Au00006434,B-9429,Disponible
6434,Au00006435,B-4908,Disponible
6435,Au00006436,Patio,Disponible
6436,Au00006437,Coliseo,Mantenimiento
6437,Au00006438,D-3176,Mantenimiento
6438,Au00006439,Salon Interactivo,Ocupado
6439,Au00006440,Salon Interactivo,Ocupado
6440,Au00006441,C-8499,Mantenimiento
6441,Au00006442,C-3330,Mantenimiento
6442,Au00006443,C-5465,Disponible
6443,Au00006444,Salon Interactivo,Disponible
6444,Au00006445,B-1253,Disponible
6445,Au00006446,A-6452,Ocupado
6446,Au00006447,D-3447,Ocupado
6447,Au00006448,Salon Interactivo,Mantenimiento
6448,Au00006449,A-6167,Disponible
6449,Au00006450,D-9884,Ocupado
6450,Au00006451,Salon Interactivo,Ocupado
6451,Au00006452,Coliseo,Ocupado
6452,Au00006453,C-6169,Mantenimiento
6453,Au00006454,C-68,Disponible
6454,Au00006455,C-7599,Disponible
6455,Au00006456,A-6323,Disponible
6456,Au00006457,A-5026,Disponible
6457,Au00006458,C-1628,Disponible
6458,Au00006459,Patio,Ocupado
6459,Au00006460,Salon Interactivo,Disponible
6460,Au00006461,A-2389,Ocupado
6461,Au00006462,Salon Interactivo,Mantenimiento
6462,Au00006463,C-8808,Mantenimiento
6463,Au00006464,B-4792,Ocupado
6464,Au00006465,Patio,Ocupado
6465,Au00006466,Patio,Mantenimiento
6466,Au00006467,A-9813,Mantenimiento
6467,Au00006468,D-8697,Mantenimiento
6468,Au00006469,A-7102,Ocupado
6469,Au00006470,Coliseo,Mantenimiento
6470,Au00006471,Coliseo,Disponible
6471,Au00006472,D-7270,Mantenimiento
6472,Au00006473,D-6766,Mantenimiento
6473,Au00006474,D-7538,Disponible
6474,Au00006475,A-355,Ocupado
6475,Au00006476,Patio,Ocupado
6476,Au00006477,D-200,Disponible
6477,Au00006478,Salon Interactivo,Ocupado
6478,Au00006479,D-3297,Disponible
6479,Au00006480,C-9627,Ocupado
6480,Au00006481,D-4829,Ocupado
6481,Au00006482,Salon Interactivo,Mantenimiento
6482,Au00006483,A-1329,Disponible
