,IdI,NombreI,TipoEduI,SostenimientoI,AreaI,RegimenI,ModalidadI,JornadaI,EstadoI
6312,I00006313,Unidad Educativa Adriana Álvarez III,Popular Permanente,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6313,I00006314,Unidad Educativa Pablo Ramírez V,Especial,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Activo
6314,I00006315,Unidad Educativa Roger Gómez VI,Ordinaria,Particular,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
6315,I00006316,Unidad Educativa Luisa Cuéllar III,Artistica,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
6316,I00006317,Unidad Educativa Margarita Martínez I,Popular Permanente,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
6317,I00006318,Unidad Educativa Isabel Méndez II,Ordinaria,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
6318,I00006319,Unidad Educativa Esteban Gómez III,Artistica,Particular,Urbano,Costa,Virtual,Matutina,Inactivo
6319,I00006320,Unidad Educativa Luz Sánchez II,Ordinaria,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6320,I00006321,Unidad Educativa Juan Ramos III,Especial,Particular,Urbano,Sierra,Semipresencial,Matutina,Inactivo
6321,I00006322,Unidad Educativa Ana Pineda V,Popular Permanente,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
6322,I00006323,Unidad Educativa Alejandro Mendoza IV,Artistica,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
6323,I00006324,Unidad Educativa Esneider Benavides III,Artistica,Fiscal,Urbano,Costa,Presencial,Matutina,Inactivo
6324,I00006325,Unidad Educativa Diana Guerra VI,Artistica,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
6325,I00006326,Unidad Educativa Ana Gutiérrez VI,Popular Permanente,Fiscal,Urbano,Costa,Presencial,Matutina,Inactivo
6326,I00006327,Unidad Educativa Andrea Sanabria II,Artistica,Fiscomisional,Rural,Sierra,Presencial,Vespertina,Inactivo
6327,I00006328,Unidad Educativa Antonio Cárdenas VI,Popular Permanente,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6328,I00006329,Unidad Educativa Lucía Mora III,Especial,Fiscal,Rural,Sierra,Semipresencial,Matutina,Inactivo
6329,I00006330,Unidad Educativa Isaías González IV,Especial,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6330,I00006331,Unidad Educativa Eduardo Ruiz III,Ordinaria,Particular,Rural,Sierra,Semipresencial,Matutina,Activo
6331,I00006332,Unidad Educativa Alberto Ávila II,Artistica,Particular,Urbano,Sierra,Virtual,Matutina,Inactivo
6332,I00006333,Unidad Educativa Alirio Zapata V,Ordinaria,Particular,Rural,Sierra,Presencial,Matutina,Inactivo
6333,I00006334,Unidad Educativa Carolina Quiroga III,Popular Permanente,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
6334,I00006335,Unidad Educativa Luis Burgos II,Artistica,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
6335,I00006336,Unidad Educativa Karen Vásquez II,Especial,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
6336,I00006337,Unidad Educativa Cristina Muñoz IV,Ordinaria,Fiscal,Rural,Sierra,Semipresencial,Vespertina,Inactivo
6337,I00006338,Unidad Educativa Paula Morales III,Ordinaria,Municipal,Urbano,Sierra,Presencial,Matutina,Inactivo
6338,I00006339,Unidad Educativa Dary López IV,Popular Permanente,Municipal,Urbano,Sierra,Presencial,Matutina,Inactivo
6339,I00006340,Unidad Educativa Camila Santos II,Especial,Municipal,Urbano,Sierra,Semipresencial,Matutina,Activo
6340,I00006341,Unidad Educativa Ernesto Sánchez IV,Artistica,Particular,Urbano,Sierra,Semipresencial,Vespertina,Inactivo
6341,I00006342,Unidad Educativa Cristian Pérez III,Artistica,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Inactivo
6342,I00006343,Unidad Educativa María Calderón II,Especial,Fiscomisional,Urbano,Costa,Presencial,Matutina,Activo
6343,I00006344,Unidad Educativa Daniela Torres VI,Artistica,Municipal,Rural,Costa,Virtual,Matutina,Inactivo
6344,I00006345,Unidad Educativa José Palacios,Artistica,Municipal,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
6345,I00006346,Unidad Educativa Andrés Ruiz I,Ordinaria,Municipal,Urbano,Sierra,Presencial,Matutina,Inactivo
6346,I00006347,Unidad Educativa Elizabeth Oviedo IV,Especial,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6347,I00006348,Unidad Educativa Amparo Cáceres I,Popular Permanente,Fiscal,Urbano,Costa,Virtual,Matutina,Inactivo
6348,I00006349,Unidad Educativa Lorena Torres II,Popular Permanente,Municipal,Urbano,Sierra,Presencial,Vespertina,Inactivo
6349,I00006350,Unidad Educativa Jhon Jiménez V,Popular Permanente,Municipal,Rural,Sierra,Presencial,Matutina,Inactivo
6350,I00006351,Unidad Educativa José Cardona III,Artistica,Municipal,Urbano,Costa,Virtual,Matutina,Activo
6351,I00006352,Unidad Educativa Fanny Álvarez III,Ordinaria,Fiscal,Urbano,Costa,Virtual,Matutina,Activo
6352,I00006353,Unidad Educativa Johana Londoño,Especial,Particular,Urbano,Costa,Virtual,Matutina,Activo
6353,I00006354,Unidad Educativa Felipe Osorio III,Artistica,Municipal,Rural,Sierra,Presencial,Matutina,Activo
6354,I00006355,Unidad Educativa Nubia Martínez III,Artistica,Fiscal,Rural,Sierra,Virtual,Matutina,Inactivo
6355,I00006356,Unidad Educativa Alexandra Vásquez V,Especial,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Activo
6356,I00006357,Unidad Educativa Vanessa Jaimes III,Popular Permanente,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
6357,I00006358,Unidad Educativa Fredy Gómez II,Artistica,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6358,I00006359,Unidad Educativa Luz Núñez III,Ordinaria,Particular,Rural,Sierra,Presencial,Vespertina,Activo
6359,I00006360,Unidad Educativa Ruth Solano III,Artistica,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
6360,I00006361,Unidad Educativa Steven Gómez,Artistica,Particular,Rural,Sierra,Virtual,Matutina,Activo
6361,I00006362,Unidad Educativa Víctor Mena VI,Artistica,Fiscomisional,Rural,Costa,Virtual,Vespertina,Activo
6362,I00006363,Unidad Educativa Daniel Monroy III,Artistica,Municipal,Rural,Sierra,Semipresencial,Matutina,Inactivo
6363,I00006364,Unidad Educativa Alfonso Ángel II,Popular Permanente,Municipal,Urbano,Costa,Semipresencial,Matutina,Inactivo
6364,I00006365,Unidad Educativa Andrés Pinto IV,Especial,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6365,I00006366,Unidad Educativa Maritza López,Artistica,Particular,Rural,Sierra,Virtual,Matutina,Activo
6366,I00006367,Unidad Educativa Alberto Uribe IV,Popular Permanente,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
6367,I00006368,Unidad Educativa David Salamanca I,Especial,Municipal,Urbano,Sierra,Virtual,Matutina,Inactivo
6368,I00006369,Unidad Educativa Edith Hernández V,Popular Permanente,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Activo
6369,I00006370,Unidad Educativa Jesús Palacios,Popular Permanente,Particular,Rural,Sierra,Semipresencial,Vespertina,Inactivo
6370,I00006371,Unidad Educativa Ana Ortiz V,Ordinaria,Fiscal,Urbano,Sierra,Virtual,Matutina,Inactivo
6371,I00006372,Unidad Educativa Jorge Morales,Artistica,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Activo
6372,I00006373,Unidad Educativa Carlos Vergara,Especial,Fiscal,Urbano,Costa,Virtual,Matutina,Activo
6373,I00006374,Unidad Educativa Carlos Montoya III,Artistica,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Inactivo
6374,I00006375,Unidad Educativa Luis Morales III,Artistica,Fiscomisional,Rural,Sierra,Presencial,Matutina,Activo
6375,I00006376,Unidad Educativa Carlos Arenas V,Artistica,Fiscal,Urbano,Costa,Semipresencial,Matutina,Activo
6376,I00006377,Unidad Educativa Daniela Pérez III,Artistica,Municipal,Rural,Sierra,Semipresencial,Matutina,Inactivo
6377,I00006378,Unidad Educativa Jairo Ceballos VI,Artistica,Fiscal,Rural,Sierra,Semipresencial,Matutina,Inactivo
6378,I00006379,Unidad Educativa Beatriz Flórez VI,Especial,Fiscomisional,Rural,Costa,Virtual,Matutina,Inactivo
6379,I00006380,Unidad Educativa Walter Rodríguez,Artistica,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
6380,I00006381,Unidad Educativa César Muñoz II,Especial,Particular,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
6381,I00006382,Unidad Educativa Cristian Muñoz V,Especial,Particular,Rural,Sierra,Semipresencial,Matutina,Activo
6382,I00006383,Unidad Educativa Mary Cano I,Especial,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6383,I00006384,Unidad Educativa Héctor Meza I,Especial,Particular,Rural,Sierra,Presencial,Matutina,Inactivo
6384,I00006385,Unidad Educativa Liliana Ramírez,Popular Permanente,Fiscal,Urbano,Sierra,Virtual,Matutina,Inactivo
6385,I00006386,Unidad Educativa Mauricio Gutiérrez II,Ordinaria,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
6386,I00006387,Unidad Educativa Andrés Gaitán II,Popular Permanente,Municipal,Urbano,Sierra,Virtual,Matutina,Inactivo
6387,I00006388,Unidad Educativa Edna Arango VI,Popular Permanente,Municipal,Urbano,Costa,Presencial,Matutina,Inactivo
6388,I00006389,Unidad Educativa Mónica Fernández III,Ordinaria,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6389,I00006390,Unidad Educativa William Castillo II,Artistica,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6390,I00006391,Unidad Educativa María Pérez III,Especial,Fiscal,Rural,Costa,Virtual,Vespertina,Inactivo
6391,I00006392,Unidad Educativa Julio Zapata IV,Ordinaria,Municipal,Urbano,Sierra,Presencial,Matutina,Inactivo
6392,I00006393,Unidad Educativa Giovanni López III,Artistica,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6393,I00006394,Unidad Educativa Giovanny Morales I,Popular Permanente,Particular,Urbano,Costa,Virtual,Matutina,Inactivo
6394,I00006395,Unidad Educativa Enrique Ayala III,Especial,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6395,I00006396,Unidad Educativa Camila Ocampo II,Artistica,Municipal,Urbano,Sierra,Presencial,Vespertina,Activo
6396,I00006397,Unidad Educativa Yudy Correa III,Especial,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
6397,I00006398,Unidad Educativa Adriana Vargas VI,Ordinaria,Municipal,Urbano,Costa,Semipresencial,Matutina,Inactivo
6398,I00006399,Unidad Educativa Nelson Vergara V,Artistica,Fiscal,Rural,Sierra,Virtual,Matutina,Inactivo
6399,I00006400,Unidad Educativa Alberto Rodríguez I,Artistica,Particular,Urbano,Costa,Presencial,Vespertina,Activo
6400,I00006401,Unidad Educativa María Palacio I,Especial,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6401,I00006402,Unidad Educativa Antonio Erazo II,Popular Permanente,Fiscomisional,Urbano,Costa,Virtual,Vespertina,Activo
6402,I00006403,Unidad Educativa Héctor Gómez III,Artistica,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Activo
6403,I00006404,Unidad Educativa José Rojas V,Popular Permanente,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
6404,I00006405,Unidad Educativa Patricia Ortiz III,Popular Permanente,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
6405,I00006406,Unidad Educativa Andrés Ramírez I,Especial,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
6406,I00006407,Unidad Educativa Mary Sierra III,Artistica,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6407,I00006408,Unidad Educativa Hernando Fuentes II,Ordinaria,Particular,Urbano,Sierra,Virtual,Matutina,Inactivo
6408,I00006409,Unidad Educativa Xiomara Garcés V,Artistica,Municipal,Rural,Sierra,Presencial,Matutina,Inactivo
6409,I00006410,Unidad Educativa Diego Valencia,Artistica,Particular,Rural,Costa,Presencial,Matutina,Inactivo
6410,I00006411,Unidad Educativa Pedro Montoya IV,Artistica,Fiscomisional,Rural,Costa,Semipresencial,Vespertina,Inactivo
6411,I00006412,Unidad Educativa Flor Trujillo II,Ordinaria,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6412,I00006413,Unidad Educativa Valentina Burbano V,Artistica,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
6413,I00006414,Unidad Educativa Manuel Palacios VI,Especial,Municipal,Rural,Sierra,Virtual,Matutina,Inactivo
6414,I00006415,Unidad Educativa Freddy Guerra I,Popular Permanente,Fiscomisional,Rural,Sierra,Presencial,Matutina,Activo
6415,I00006416,Unidad Educativa Jairo Montenegro IV,Artistica,Particular,Urbano,Costa,Presencial,Matutina,Activo
6416,I00006417,Unidad Educativa José Bedoya IV,Popular Permanente,Municipal,Urbano,Sierra,Semipresencial,Matutina,Activo
6417,I00006418,Unidad Educativa Yeny Camacho,Popular Permanente,Fiscal,Rural,Sierra,Virtual,Matutina,Activo
6418,I00006419,Unidad Educativa John Sánchez V,Artistica,Fiscomisional,Rural,Costa,Virtual,Vespertina,Inactivo
6419,I00006420,Unidad Educativa Armando García IV,Especial,Fiscomisional,Urbano,Costa,Virtual,Matutina,Inactivo
6420,I00006421,Unidad Educativa Marina Mena V,Popular Permanente,Fiscal,Rural,Costa,Virtual,Matutina,Activo
6421,I00006422,Unidad Educativa Martín Hernández IV,Artistica,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
6422,I00006423,Unidad Educativa Luz Díaz,Popular Permanente,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6423,I00006424,Unidad Educativa Camilo Galindo II,Popular Permanente,Fiscal,Rural,Costa,Presencial,Matutina,Inactivo
6424,I00006425,Unidad Educativa Felipe Camargo III,Artistica,Municipal,Rural,Sierra,Presencial,Matutina,Activo
6425,I00006426,Unidad Educativa Marcela Quintero II,Ordinaria,Municipal,Rural,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
6426,I00006427,Unidad Educativa María Oviedo,Popular Permanente,Particular,Urbano,Costa,Presencial,Vespertina,Inactivo
6427,I00006428,Unidad Educativa Norbey Arias IV,Artistica,Particular,Rural,Costa,Presencial,Matutina,Activo
6428,I00006429,Unidad Educativa Johana Morales V,Ordinaria,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
6429,I00006430,Unidad Educativa Roberto Posada II,Ordinaria,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6430,I00006431,Unidad Educativa Iván Bautista VI,Artistica,Municipal,Urbano,Costa,Semipresencial,Matutina,Inactivo
6431,I00006432,Unidad Educativa Carlos Prada V,Ordinaria,Particular,Urbano,Sierra,Semipresencial,Vespertina,Activo
6432,I00006433,Unidad Educativa Xiomara Navarro,Especial,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6433,I00006434,Unidad Educativa David Castañeda VI,Especial,Particular,Urbano,Costa,Presencial,Vespertina,Activo
6434,I00006435,Unidad Educativa Mireya García V,Artistica,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
6435,I00006436,Unidad Educativa José Marín III,Especial,Fiscal,Urbano,Costa,Virtual,Matutina,Inactivo
6436,I00006437,Unidad Educativa Andrés Vergara III,Artistica,Fiscal,Urbano,Sierra,Presencial,Matutina,Activo
6437,I00006438,Unidad Educativa Yudy Osorio III,Especial,Particular,Rural,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
6438,I00006439,Unidad Educativa Myriam Arenas II,Especial,Fiscal,Rural,Costa,Virtual,Matutina,Inactivo
6439,I00006440,Unidad Educativa Uriel Chaparro II,Ordinaria,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
6440,I00006441,Unidad Educativa Elizabeth Mesa VI,Popular Permanente,Fiscal,Rural,Sierra,Presencial,Matutina,Activo
6441,I00006442,Unidad Educativa Liliana Gutiérrez V,Especial,Particular,Rural,Costa,Presencial,Matutina,Inactivo
6442,I00006443,Unidad Educativa Johanna Ceballos IV,Popular Permanente,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6443,I00006444,Unidad Educativa Diego Gutiérrez I,Artistica,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Activo
6444,I00006445,Unidad Educativa Benjamín Mendoza IV,Especial,Particular,Urbano,Sierra,Semipresencial,Matutina,Activo
6445,I00006446,Unidad Educativa Patricia Sánchez I,Especial,Municipal,Urbano,Sierra,Semipresencial,Vespertina,Inactivo
6446,I00006447,Unidad Educativa John Rengifo I,Especial,Fiscal,Rural,Sierra,Presencial,Matutina,Inactivo
6447,I00006448,Unidad Educativa Luis Burgos VI,Ordinaria,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6448,I00006449,Unidad Educativa Luz Cabrera V,Especial,Particular,Urbano,Sierra,Presencial,Matutina,Inactivo
6449,I00006450,Unidad Educativa David González V,Especial,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
6450,I00006451,Unidad Educativa Germán Galvis III,Artistica,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6451,I00006452,Unidad Educativa Estiven Torres,Ordinaria,Fiscomisional,Rural,Sierra,Virtual,Vespertina,Inactivo
6452,I00006453,Unidad Educativa Raquel Pedraza III,Ordinaria,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Inactivo
6453,I00006454,Unidad Educativa María Aguilar,Popular Permanente,Fiscomisional,Urbano,Costa,Presencial,Matutina,Activo
6454,I00006455,Unidad Educativa Isabel Forero,Artistica,Municipal,Rural,Costa,Virtual,Matutina,Activo
6455,I00006456,Unidad Educativa Jenny Mosquera I,Artistica,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6456,I00006457,Unidad Educativa Natalia Ávila V,Especial,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
6457,I00006458,Unidad Educativa Alejandra Herrera V,Ordinaria,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
6458,I00006459,Unidad Educativa Victoria Torres,Artistica,Municipal,Rural,Costa,Semipresencial,Matutina,Inactivo
6459,I00006460,Unidad Educativa Rosario Contreras V,Popular Permanente,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6460,I00006461,Unidad Educativa Rocío Rincón II,Artistica,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6461,I00006462,Unidad Educativa Rubén Quintero III,Ordinaria,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
6462,I00006463,Unidad Educativa Anderson Bedoya V,Popular Permanente,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Activo
6463,I00006464,Unidad Educativa Rosalba Correa VI,Ordinaria,Particular,Rural,Sierra,Presencial,Matutina,Activo
6464,I00006465,Unidad Educativa Jennifer Caicedo IV,Ordinaria,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
6465,I00006466,Unidad Educativa Alberto Betancur IV,Artistica,Fiscal,Rural,Sierra,Semipresencial,Matutina,Inactivo
6466,I00006467,Unidad Educativa Sandra Serrano II,Popular Permanente,Fiscal,Urbano,Costa,Presencial,Matutina,Inactivo
6467,I00006468,Unidad Educativa Aldemar Osorio II,Especial,Particular,Urbano,Sierra,Presencial,Matutina,Inactivo
6468,I00006469,Unidad Educativa Zoraida Rodríguez I,Especial,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Activo
6469,I00006470,Unidad Educativa Fredy Guzmán II,Especial,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6470,I00006471,Unidad Educativa Eduardo Palacios,Artistica,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Activo
6471,I00006472,Unidad Educativa Carlos Fernández III,Especial,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6472,I00006473,Unidad Educativa Ángel Romero III,Popular Permanente,Municipal,Urbano,Sierra,Virtual,Matutina,Inactivo
6473,I00006474,Unidad Educativa Alexander Suárez,Artistica,Municipal,Rural,Costa,Virtual,Matutina,Inactivo
6474,I00006475,Unidad Educativa Oliva Fuentes III,Popular Permanente,Municipal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
6475,I00006476,Unidad Educativa José Velásquez,Popular Permanente,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Activo
6476,I00006477,Unidad Educativa José García II,Ordinaria,Municipal,Urbano,Costa,Virtual,Matutina,Activo
6477,I00006478,Unidad Educativa María Londoño III,Popular Permanente,Particular,Rural,Sierra,Virtual,Matutina,Activo
6478,I00006479,Unidad Educativa Nury Zapata II,Ordinaria,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Activo
6479,I00006480,Unidad Educativa Felix Díaz IV,Popular Permanente,Fiscal,Urbano,Costa,Semipresencial,Matutina,Activo
6480,I00006481,Unidad Educativa Yuliana García VI,Artistica,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Activo
6481,I00006482,Unidad Educativa Jhonatan Mena II,Especial,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Activo
6482,I00006483,Unidad Educativa Julián Sánchez I,Artistica,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6483,I00006484,Unidad Educativa Jorge Beltrán III,Ordinaria,Fiscomisional,Rural,Costa,Semipresencial,Vespertina,Activo
6484,I00006485,Unidad Educativa Edinson Páez V,Ordinaria,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6485,I00006486,Unidad Educativa Juan Vera III,Artistica,Municipal,Urbano,Costa,Presencial,Matutina,Inactivo
6486,I00006487,Unidad Educativa Mario Vega I,Popular Permanente,Fiscomisional,Rural,Sierra,Virtual,Matutina,Inactivo
6487,I00006488,Unidad Educativa Rosa Prada IV,Especial,Particular,Rural,Sierra,Semipresencial,Matutina,Activo
6488,I00006489,Unidad Educativa Lucía Rojas V,Especial,Particular,Rural,Costa,Semipresencial,Matutina,Activo
6489,I00006490,Unidad Educativa Jenny Loaiza IV,Ordinaria,Fiscal,Urbano,Costa,Semipresencial,Matutina,Activo
6490,I00006491,Unidad Educativa Viviana Castro V,Popular Permanente,Fiscomisional,Urbano,Costa,Virtual,Vespertina,Activo
6491,I00006492,Unidad Educativa Elena Mora VI,Popular Permanente,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6492,I00006493,Unidad Educativa Eduardo Murillo III,Ordinaria,Particular,Rural,Costa,Virtual,Vespertina,Inactivo
6493,I00006494,Unidad Educativa Mateo Perea II,Ordinaria,Municipal,Urbano,Costa,Virtual,Matutina,Inactivo
6494,I00006495,Unidad Educativa Yuli Aguirre I,Ordinaria,Particular,Urbano,Sierra,Presencial,Matutina,Activo
6495,I00006496,Unidad Educativa Lina García,Especial,Fiscomisional,Urbano,Sierra,Virtual,Vespertina,Inactivo
6496,I00006497,Unidad Educativa Marcela Hurtado III,Popular Permanente,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6497,I00006498,Unidad Educativa Rosa Ardila V,Especial,Municipal,Urbano,Sierra,Presencial,Matutina,Activo
6498,I00006499,Unidad Educativa Eliana Valencia VI,Artistica,Municipal,Urbano,Costa,Virtual,Matutina,Inactivo
6499,I00006500,Unidad Educativa Isabel Delgado III,Popular Permanente,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Activo
6500,I00006501,Unidad Educativa Diego Peña VI,Artistica,Particular,Urbano,Sierra,Semipresencial,Vespertina,Inactivo
6501,I00006502,Unidad Educativa Joel Córdoba VI,Ordinaria,Particular,Urbano,Costa,Presencial,Matutina,Inactivo
6502,I00006503,Unidad Educativa María Palacios IV,Artistica,Fiscomisional,Urbano,Costa,Presencial,Vespertina,Activo
6503,I00006504,Unidad Educativa Elsa Uribe III,Popular Permanente,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Activo
6504,I00006505,Unidad Educativa Carmenza Páez V,Artistica,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6505,I00006506,Unidad Educativa Eliecer Mosquera II,Artistica,Particular,Urbano,Costa,Virtual,Matutina,Inactivo
6506,I00006507,Unidad Educativa María Figueroa III,Popular Permanente,Fiscal,Rural,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
6507,I00006508,Unidad Educativa Andrea Acosta III,Especial,Municipal,Urbano,Costa,Virtual,Matutina,Inactivo
6508,I00006509,Unidad Educativa Luz Hernández I,Artistica,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
6509,I00006510,Unidad Educativa Elizabeth Ramírez,Especial,Fiscal,Rural,Sierra,Virtual,Matutina,Inactivo
6510,I00006511,Unidad Educativa Fabián Ortiz,Popular Permanente,Municipal,Rural,Sierra,Virtual,Matutina,Inactivo
6511,I00006512,Unidad Educativa Jairo Bernal IV,Artistica,Municipal,Urbano,Sierra,Semipresencial,Matutina,Activo
6512,I00006513,Unidad Educativa Nancy Peña VI,Artistica,Particular,Urbano,Sierra,Virtual,Matutina,Activo
6513,I00006514,Unidad Educativa Sandra Castro IV,Popular Permanente,Fiscal,Rural,Sierra,Presencial,Vespertina,Inactivo
6514,I00006515,Unidad Educativa Juliana Cerón III,Especial,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
6515,I00006516,Unidad Educativa Julio Gómez I,Popular Permanente,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6516,I00006517,Unidad Educativa Fredy Mejía,Ordinaria,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Activo
6517,I00006518,Unidad Educativa Fernanda Ramírez V,Especial,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6518,I00006519,Unidad Educativa Leonel Durán IV,Ordinaria,Fiscal,Rural,Costa,Semipresencial,Vespertina,Inactivo
6519,I00006520,Unidad Educativa Blanca Garzón VI,Ordinaria,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Activo
6520,I00006521,Unidad Educativa Victoria Salgado III,Popular Permanente,Fiscal,Urbano,Sierra,Presencial,Matutina,Inactivo
6521,I00006522,Unidad Educativa María Blanco I,Ordinaria,Municipal,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Activo
6522,I00006523,Unidad Educativa Óscar Blanco VI,Especial,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
6523,I00006524,Unidad Educativa Mayerly Delgado,Ordinaria,Municipal,Rural,Sierra,Semipresencial,Vespertina,Activo
6524,I00006525,Unidad Educativa Eduardo Acosta I,Artistica,Particular,Urbano,Costa,Presencial,Matutina,Activo
6525,I00006526,Unidad Educativa Esperanza Barrios III,Artistica,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
6526,I00006527,Unidad Educativa Marco Sánchez III,Ordinaria,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
6527,I00006528,Unidad Educativa Sonia Torres III,Popular Permanente,Fiscal,Rural,Costa,Presencial,Matutina,Activo
6528,I00006529,Unidad Educativa Francisco Parra I,Ordinaria,Particular,Urbano,Costa,Semipresencial,Vespertina,Inactivo
